年,月,日,都道府県,PCR検査陽性者数,PCR検査人数,陽性率,検査人数の集計期間に対応する陽性者数
2020,3,27,滋賀県,6,196,,
2020,3,27,京都府,34,1035,,
2020,3,27,大阪府,177,501,,
2020,3,27,兵庫県,122,2121,,
2020,3,27,奈良県,9,253,,
2020,3,27,和歌山県,17,1419,,
2020,3,27,鳥取県,0,146,,
2020,3,27,島根県,0,117,,
2020,3,27,岡山県,2,251,,
2020,3,27,広島県,4,748,,
2020,3,27,山口県,6,228,,
2020,3,27,徳島県,1,110,,
2020,3,27,香川県,1,197,,
2020,3,27,愛媛県,4,234,,
2020,3,27,高知県,13,332,,
2020,3,27,福岡県,12,843,,
2020,3,27,佐賀県,1,129,,
2020,3,27,長崎県,2,292,,
2020,3,27,熊本県,10,658,,
2020,3,27,大分県,25,1489,,
2020,3,27,宮崎県,3,236,,
2020,3,27,鹿児島県,1,219,,
2020,3,27,沖縄県,6,303,,
2020,3,28,北海道,172,1976,,
2020,3,28,青森県,6,124,,
2020,3,28,岩手県,0,50,,
2020,3,28,宮城県,2,187,,
2020,3,28,秋田県,4,211,,
2020,3,28,山形県,0,170,,
2020,3,28,福島県,2,182,,
2020,3,28,茨城県,13,770,,
2020,3,28,栃木県,11,377,,
2020,3,28,群馬県,15,240,,
2020,3,28,埼玉県,78,1104,,
2020,3,28,千葉県,126,207,,
2020,3,28,東京都,368,2269,,
2020,3,28,神奈川県,104,276,,
2020,3,28,新潟県,31,977,,
2020,3,28,富山県,0,71,,
2020,3,28,石川県,9,205,,
2020,3,28,福井県,12,144,,
2020,3,28,山梨県,4,426,,
2020,3,28,長野県,6,397,,
2020,3,28,岐阜県,16,420,,
2020,3,28,静岡県,4,660,,
2020,3,28,愛知県,164,2276,,
2020,3,28,三重県,9,408,,
2020,3,28,滋賀県,6,197,,
2020,3,28,京都府,37,1035,,
2020,3,28,大阪府,192,532,,
2020,3,28,兵庫県,125,2142,,
2020,3,28,奈良県,11,263,,
2020,3,28,和歌山県,17,1431,,
2020,3,28,鳥取県,0,146,,
2020,3,28,島根県,0,121,,
2020,3,28,岡山県,3,251,,
2020,3,28,広島県,4,812,,
2020,3,28,山口県,6,270,,
2020,3,28,徳島県,1,110,,
2020,3,28,香川県,1,197,,
2020,3,28,愛媛県,4,234,,
2020,3,28,高知県,13,342,,
2020,3,28,福岡県,21,844,,
2020,3,28,佐賀県,1,129,,
2020,3,28,長崎県,2,292,,
2020,3,28,熊本県,10,674,,
2020,3,28,大分県,27,1489,,
2020,3,28,宮崎県,3,241,,
2020,3,28,鹿児島県,1,219,,
2020,3,28,沖縄県,6,303,,
2020,3,29,北海道,176,1976,,
2020,3,29,青森県,7,132,,
2020,3,29,岩手県,0,50,,
2020,3,29,宮城県,2,188,,
2020,3,29,秋田県,4,211,,
2020,3,29,山形県,0,170,,
2020,3,29,福島県,2,182,,
2020,3,29,茨城県,16,770,,
2020,3,29,栃木県,12,377,,
2020,3,29,群馬県,18,243,,
2020,3,29,埼玉県,83,1105,,
2020,3,29,千葉県,160,237,,
2020,3,29,東京都,436,2269,,
2020,3,29,神奈川県,107,276,,
2020,3,29,新潟県,31,977,,
2020,3,29,富山県,0,72,,
2020,3,29,石川県,9,212,,
2020,3,29,福井県,13,154,,
2020,3,29,山梨県,4,428,,
2020,3,29,長野県,8,397,,
2020,3,29,岐阜県,21,428,,
2020,3,29,静岡県,4,665,,
2020,3,29,愛知県,167,2276,,
2020,3,29,三重県,9,408,,
2020,3,29,滋賀県,6,197,,
2020,3,29,京都府,46,1035,,
2020,3,29,大阪府,209,553,,
2020,3,29,兵庫県,132,2146,,
2020,3,29,奈良県,11,263,,
2020,3,29,和歌山県,17,1433,,
2020,3,29,鳥取県,0,146,,
2020,3,29,島根県,0,128,,
2020,3,29,岡山県,3,251,,
2020,3,29,広島県,6,831,,
2020,3,29,山口県,6,291,,
2020,3,29,徳島県,1,110,,
2020,3,29,香川県,1,212,,
2020,3,29,愛媛県,4,234,,
2020,3,29,高知県,14,353,,
2020,3,29,福岡県,22,853,,
2020,3,29,佐賀県,1,130,,
2020,3,29,長崎県,2,292,,
2020,3,29,熊本県,10,693,,
2020,3,29,大分県,28,1489,,
2020,3,29,宮崎県,3,242,,
2020,3,29,鹿児島県,1,219,,
2020,3,29,沖縄県,8,303,,
2020,3,30,北海道,177,2076,,
2020,3,30,青森県,7,132,,
2020,3,30,岩手県,0,54,,
2020,3,30,宮城県,6,208,,
2020,3,30,秋田県,4,240,,
2020,3,30,山形県,0,198,,
2020,3,30,福島県,2,203,,
2020,3,30,茨城県,20,921,,
2020,3,30,栃木県,12,439,,
2020,3,30,群馬県,18,253,,
2020,3,30,埼玉県,84,1249,,
2020,3,30,千葉県,160,362,,
2020,3,30,東京都,449,2986,,
2020,3,30,神奈川県,115,476,,
2020,3,30,新潟県,31,1024,,
2020,3,30,富山県,1,79,,
2020,3,30,石川県,11,211,,
2020,3,30,福井県,15,160,,
2020,3,30,山梨県,5,454,,
2020,3,30,長野県,8,475,,
2020,3,30,岐阜県,21,629,,
2020,3,30,静岡県,4,701,,
2020,3,30,愛知県,170,2460,,
2020,3,30,三重県,11,437,,
2020,3,30,滋賀県,6,217,,
2020,3,30,京都府,54,1080,,
2020,3,30,大阪府,217,630,,
2020,3,30,兵庫県,136,2399,,
2020,3,30,奈良県,11,292,,
2020,3,30,和歌山県,17,1452,,
2020,3,30,鳥取県,0,169,,
2020,3,30,島根県,0,130,,
2020,3,30,岡山県,4,309,,
2020,3,30,広島県,6,901,,
2020,3,30,山口県,6,257,,
2020,3,30,徳島県,1,123,,
2020,3,30,香川県,1,243,,
2020,3,30,愛媛県,4,250,,
2020,3,30,高知県,15,359,,
2020,3,30,福岡県,23,1033,,
2020,3,30,佐賀県,1,137,,
2020,3,30,長崎県,2,331,,
2020,3,30,熊本県,11,856,,
2020,3,30,大分県,28,1626,,
2020,3,30,宮崎県,3,272,,
2020,3,30,鹿児島県,1,263,,
2020,3,30,沖縄県,9,332,,
2020,3,31,北海道,177,2096,,
2020,3,31,青森県,8,137,,
2020,3,31,岩手県,0,59,,
2020,3,31,宮城県,7,208,,
2020,3,31,秋田県,6,261,,
2020,3,31,山形県,1,222,,
2020,3,31,福島県,4,204,,
2020,3,31,茨城県,24,1028,,
2020,3,31,栃木県,14,456,,
2020,3,31,群馬県,19,289,,
2020,3,31,埼玉県,98,1293,,
2020,3,31,千葉県,164,527,,
2020,3,31,東京都,527,3027,,
2020,3,31,神奈川県,120,614,,
2020,3,31,新潟県,31,1061,,
2020,3,31,富山県,3,90,,
2020,3,31,石川県,13,228,,
2020,3,31,福井県,16,179,,
2020,3,31,山梨県,6,472,,
2020,3,31,長野県,8,506,,
2020,3,31,岐阜県,23,717,,
2020,3,31,静岡県,6,745,,
2020,3,31,愛知県,176,2854,,
2020,3,31,三重県,11,458,,
2020,3,31,滋賀県,7,232,,
2020,3,31,京都府,68,1178,,
2020,3,31,大阪府,245,630,,
2020,3,31,兵庫県,147,2462,,
2020,3,31,奈良県,11,314,,
2020,3,31,和歌山県,17,1479,,
2020,3,31,鳥取県,0,182,,
2020,3,31,島根県,0,136,,
2020,3,31,岡山県,4,321,,
2020,3,31,広島県,6,960,,
2020,3,31,山口県,6,287,,
2020,3,31,徳島県,3,144,,
2020,3,31,香川県,2,243,,
2020,3,31,愛媛県,9,267,,
2020,3,31,高知県,17,389,,
2020,3,31,福岡県,43,1069,,
2020,3,31,佐賀県,2,150,,
2020,3,31,長崎県,2,351,,
2020,3,31,熊本県,14,925,,
2020,3,31,大分県,29,1647,,
2020,3,31,宮崎県,3,284,,
2020,3,31,鹿児島県,1,265,,
2020,3,31,沖縄県,9,356,,
2020,4,1,北海道,182,2096,,
2020,4,1,青森県,8,137,,
2020,4,1,岩手県,0,59,,
2020,4,1,宮城県,7,208,,
2020,4,1,秋田県,6,261,,
2020,4,1,山形県,1,222,,
2020,4,1,福島県,6,204,,
2020,4,1,茨城県,24,1028,,
2020,4,1,栃木県,14,456,,
2020,4,1,群馬県,20,289,,
2020,4,1,埼玉県,101,1293,,
2020,4,1,千葉県,175,527,,
2020,4,1,東京都,593,3027,,
2020,4,1,神奈川県,138,614,,
2020,4,1,新潟県,31,1061,,
2020,4,1,富山県,5,90,,
2020,4,1,石川県,15,228,,
2020,4,1,福井県,22,179,,
2020,4,1,山梨県,8,472,,
2020,4,1,長野県,9,506,,
2020,4,1,岐阜県,22,717,,
2020,4,1,静岡県,6,745,,
2020,4,1,愛知県,181,2854,,
2020,4,1,三重県,11,458,,
2020,4,1,滋賀県,8,232,,
2020,4,1,京都府,71,1178,,
2020,4,1,大阪府,279,630,,
2020,4,1,兵庫県,161,2462,,
2020,4,1,奈良県,15,314,,
2020,4,1,和歌山県,18,1479,,
2020,4,1,鳥取県,0,182,,
2020,4,1,島根県,0,136,,
2020,4,1,岡山県,4,321,,
2020,4,1,広島県,6,960,,
2020,4,1,山口県,6,287,,
2020,4,1,徳島県,3,144,,
2020,4,1,香川県,2,243,,
2020,4,1,愛媛県,9,267,,
2020,4,1,高知県,20,389,,
2020,4,1,福岡県,52,1069,,
2020,4,1,佐賀県,4,150,,
2020,4,1,長崎県,5,351,,
2020,4,1,熊本県,15,925,,
2020,4,1,大分県,29,1647,,
2020,4,1,宮崎県,3,284,,
2020,4,1,鹿児島県,2,265,,
2020,4,1,沖縄県,9,356,,
2020,4,2,北海道,185,2218,,
2020,4,2,青森県,9,160,,
2020,4,2,岩手県,0,73,,
2020,4,2,宮城県,12,244,,
2020,4,2,秋田県,7,321,,
2020,4,2,山形県,1,275,,
2020,4,2,福島県,8,238,,
2020,4,2,茨城県,26,1266,,
2020,4,2,栃木県,14,571,,
2020,4,2,群馬県,20,542,,
2020,4,2,埼玉県,113,1476,,
2020,4,2,千葉県,181,712,,
2020,4,2,東京都,690,3402,,
2020,4,2,神奈川県,153,954,,
2020,4,2,新潟県,31,1139,,
2020,4,2,富山県,8,137,,
2020,4,2,石川県,16,248,,
2020,4,2,福井県,31,233,,
2020,4,2,山梨県,9,579,,
2020,4,2,長野県,9,596,,
2020,4,2,岐阜県,22,806,,
2020,4,2,静岡県,6,957,,
2020,4,2,愛知県,186,3123,,
2020,4,2,三重県,12,507,,
2020,4,2,滋賀県,8,259,,
2020,4,2,京都府,79,1189,,
2020,4,2,大阪府,312,1149,,
2020,4,2,兵庫県,167,2610,,
2020,4,2,奈良県,19,355,,
2020,4,2,和歌山県,20,1531,,
2020,4,2,鳥取県,0,201,,
2020,4,2,島根県,0,152,,
2020,4,2,岡山県,7,365,,
2020,4,2,広島県,6,1023,,
2020,4,2,山口県,6,328,,
2020,4,2,徳島県,3,156,,
2020,4,2,香川県,2,304,,
2020,4,2,愛媛県,11,312,,
2020,4,2,高知県,21,417,,
2020,4,2,福岡県,62,1198,,
2020,4,2,佐賀県,4,153,,
2020,4,2,長崎県,5,429,,
2020,4,2,熊本県,15,1036,,
2020,4,2,大分県,30,1710,,
2020,4,2,宮崎県,3,326,,
2020,4,2,鹿児島県,3,308,,
2020,4,2,沖縄県,9,399,,
2020,4,3,北海道,190,2296,,
2020,4,3,青森県,11,180,,
2020,4,3,岩手県,0,76,,
2020,4,3,宮城県,13,348,,
2020,4,3,秋田県,9,349,,
2020,4,3,山形県,1,369,,
2020,4,3,福島県,9,264,,
2020,4,3,茨城県,54,1383,,
2020,4,3,栃木県,14,657,,
2020,4,3,群馬県,24,860,,
2020,4,3,埼玉県,131,1547,,
2020,4,3,千葉県,192,788,,
2020,4,3,東京都,779,3806,,
2020,4,3,神奈川県,181,1099,,
2020,4,3,新潟県,32,1248,,
2020,4,3,富山県,8,198,,
2020,4,3,石川県,24,264,,
2020,4,3,福井県,40,272,,
2020,4,3,山梨県,9,625,,
2020,4,3,長野県,10,667,,
2020,4,3,岐阜県,39,827,,
2020,4,3,静岡県,8,1006,,
2020,4,3,愛知県,198,2917,,
2020,4,3,三重県,12,598,,
2020,4,3,滋賀県,14,293,,
2020,4,3,京都府,91,1398,,
2020,4,3,大阪府,347,1251,,
2020,4,3,兵庫県,172,2791,,
2020,4,3,奈良県,21,359,,
2020,4,3,和歌山県,21,1571,,
2020,4,3,鳥取県,0,227,,
2020,4,3,島根県,0,158,,
2020,4,3,岡山県,9,390,,
2020,4,3,広島県,8,1023,,
2020,4,3,山口県,7,354,,
2020,4,3,徳島県,3,164,,
2020,4,3,香川県,2,344,,
2020,4,3,愛媛県,11,350,,
2020,4,3,高知県,21,454,,
2020,4,3,福岡県,66,1584,,
2020,4,3,佐賀県,5,184,,
2020,4,3,長崎県,7,505,,
2020,4,3,熊本県,15,1095,,
2020,4,3,大分県,31,1739,,
2020,4,3,宮崎県,4,338,,
2020,4,3,鹿児島県,3,346,,
2020,4,3,沖縄県,9,430,,
2020,4,4,北海道,193,2296,,
2020,4,4,青森県,11,188,,
2020,4,4,岩手県,0,76,,
2020,4,4,宮城県,20,348,,
2020,4,4,秋田県,10,349,,
2020,4,4,山形県,6,369,,
2020,4,4,福島県,14,264,,
2020,4,4,茨城県,59,1383,,
2020,4,4,栃木県,14,657,,
2020,4,4,群馬県,25,866,,
2020,4,4,埼玉県,153,1547,,
2020,4,4,千葉県,219,828,,
2020,4,4,東京都,897,3806,,
2020,4,4,神奈川県,197,1099,,
2020,4,4,新潟県,32,1248,,
2020,4,4,富山県,10,198,,
2020,4,4,石川県,32,264,,
2020,4,4,福井県,44,275,,
2020,4,4,山梨県,11,625,,
2020,4,4,長野県,11,669,,
2020,4,4,岐阜県,43,833,,
2020,4,4,静岡県,10,1006,,
2020,4,4,愛知県,216,2917,,
2020,4,4,三重県,12,598,,
2020,4,4,滋賀県,17,293,,
2020,4,4,京都府,105,1398,,
2020,4,4,大阪府,388,1292,,
2020,4,4,兵庫県,182,2805,,
2020,4,4,奈良県,24,364,,
2020,4,4,和歌山県,21,1579,,
2020,4,4,鳥取県,0,227,,
2020,4,4,島根県,0,161,,
2020,4,4,岡山県,10,390,,
2020,4,4,広島県,13,1040,,
2020,4,4,山口県,7,396,,
2020,4,4,徳島県,3,164,,
2020,4,4,香川県,2,344,,
2020,4,4,愛媛県,12,350,,
2020,4,4,高知県,24,482,,
2020,4,4,福岡県,67,1594,,
2020,4,4,佐賀県,6,184,,
2020,4,4,長崎県,8,505,,
2020,4,4,熊本県,16,1125,,
2020,4,4,大分県,31,1739,,
2020,4,4,宮崎県,4,346,,
2020,4,4,鹿児島県,3,346,,
2020,4,4,沖縄県,9,430,,
2020,4,5,北海道,194,2296,,
2020,4,5,青森県,11,199,,
2020,4,5,岩手県,0,76,,
2020,4,5,宮城県,23,348,,
2020,4,5,秋田県,11,349,,
2020,4,5,山形県,10,369,,
2020,4,5,福島県,16,264,,
2020,4,5,茨城県,64,1383,,
2020,4,5,栃木県,14,657,,
2020,4,5,群馬県,26,866,,
2020,4,5,埼玉県,174,1550,,
2020,4,5,千葉県,238,876,,
2020,4,5,東京都,1040,3806,,
2020,4,5,神奈川県,226,1100,,
2020,4,5,新潟県,32,1248,,
2020,4,5,富山県,10,198,,
2020,4,5,石川県,43,264,,
2020,4,5,福井県,51,310,,
2020,4,5,山梨県,13,625,,
2020,4,5,長野県,12,670,,
2020,4,5,岐阜県,50,842,,
2020,4,5,静岡県,10,1006,,
2020,4,5,愛知県,227,2917,,
2020,4,5,三重県,13,598,,
2020,4,5,滋賀県,18,293,,
2020,4,5,京都府,111,1405,,
2020,4,5,大阪府,409,1311,,
2020,4,5,兵庫県,195,2805,,
2020,4,5,奈良県,25,368,,
2020,4,5,和歌山県,25,1580,,
2020,4,5,鳥取県,0,227,,
2020,4,5,島根県,0,163,,
2020,4,5,岡山県,11,390,,
2020,4,5,広島県,16,1053,,
2020,4,5,山口県,8,409,,
2020,4,5,徳島県,3,164,,
2020,4,5,香川県,2,344,,
2020,4,5,愛媛県,12,350,,
2020,4,5,高知県,31,498,,
2020,4,5,福岡県,109,1595,,
2020,4,5,佐賀県,8,189,,
2020,4,5,長崎県,9,505,,
2020,4,5,熊本県,20,1144,,
2020,4,5,大分県,31,1739,,
2020,4,5,宮崎県,6,356,,
2020,4,5,鹿児島県,3,346,,
2020,4,5,沖縄県,9,430,,
2020,4,6,北海道,194,2445,,
2020,4,6,青森県,11,233,,
2020,4,6,岩手県,0,86,,
2020,4,6,宮城県,26,514,,
2020,4,6,秋田県,11,419,,
2020,4,6,山形県,13,434,,
2020,4,6,福島県,16,328,,
2020,4,6,茨城県,71,1806,,
2020,4,6,栃木県,14,759,,
2020,4,6,群馬県,26,1361,,
2020,4,6,埼玉県,195,1647,,
2020,4,6,千葉県,253,1297,,
2020,4,6,東京都,1123,4422,,
2020,4,6,神奈川県,261,1799,,
2020,4,6,新潟県,32,1345,,
2020,4,6,富山県,11,381,,
2020,4,6,石川県,45,384,,
2020,4,6,福井県,57,335,,
2020,4,6,山梨県,14,749,,
2020,4,6,長野県,14,736,,
2020,4,6,岐阜県,51,966,,
2020,4,6,静岡県,10,1203,,
2020,4,6,愛知県,237,3236,,
2020,4,6,三重県,13,759,,
2020,4,6,滋賀県,18,334,,
2020,4,6,京都府,119,1472,,
2020,4,6,大阪府,429,1751,,
2020,4,6,兵庫県,201,3054,,
2020,4,6,奈良県,26,374,,
2020,4,6,和歌山県,27,1642,,
2020,4,6,鳥取県,0,242,,
2020,4,6,島根県,0,166,,
2020,4,6,岡山県,11,479,,
2020,4,6,広島県,16,1348,,
2020,4,6,山口県,12,449,,
2020,4,6,徳島県,3,174,,
2020,4,6,香川県,2,371,,
2020,4,6,愛媛県,14,407,,
2020,4,6,高知県,34,565,,
2020,4,6,福岡県,113,2415,,
2020,4,6,佐賀県,8,223,,
2020,4,6,長崎県,9,665,,
2020,4,6,熊本県,20,1420,,
2020,4,6,大分県,32,1843,,
2020,4,6,宮崎県,7,425,,
2020,4,6,鹿児島県,3,414,,
2020,4,6,沖縄県,15,480,,
2020,4,7,北海道,198,2476,,
2020,4,7,青森県,11,249,,
2020,4,7,岩手県,0,104,,
2020,4,7,宮城県,27,609,,
2020,4,7,秋田県,11,443,,
2020,4,7,山形県,19,527,,
2020,4,7,福島県,24,346,,
2020,4,7,茨城県,77,1927,,
2020,4,7,栃木県,15,784,,
2020,4,7,群馬県,29,1380,,
2020,4,7,埼玉県,209,1776,,
2020,4,7,千葉県,284,1297,,
2020,4,7,東京都,1203,4757,,
2020,4,7,神奈川県,279,1996,,
2020,4,7,新潟県,34,1413,,
2020,4,7,富山県,12,435,,
2020,4,7,石川県,51,430,,
2020,4,7,福井県,57,378,,
2020,4,7,山梨県,19,828,,
2020,4,7,長野県,14,762,,
2020,4,7,岐阜県,51,988,,
2020,4,7,静岡県,10,1221,,
2020,4,7,愛知県,258,3295,,
2020,4,7,三重県,13,781,,
2020,4,7,滋賀県,18,379,,
2020,4,7,京都府,139,1683,,
2020,4,7,大阪府,482,1792,,
2020,4,7,兵庫県,216,3151,,
2020,4,7,奈良県,28,452,,
2020,4,7,和歌山県,28,1702,,
2020,4,7,鳥取県,0,249,,
2020,4,7,島根県,0,170,,
2020,4,7,岡山県,12,496,,
2020,4,7,広島県,19,1380,,
2020,4,7,山口県,13,455,,
2020,4,7,徳島県,3,193,,
2020,4,7,香川県,2,398,,
2020,4,7,愛媛県,23,418,,
2020,4,7,高知県,36,591,,
2020,4,7,福岡県,136,2718,,
2020,4,7,佐賀県,9,245,,
2020,4,7,長崎県,9,709,,
2020,4,7,熊本県,21,1461,,
2020,4,7,大分県,32,1862,,
2020,4,7,宮崎県,7,453,,
2020,4,7,鹿児島県,3,449,,
2020,4,7,沖縄県,27,521,,
2020,4,8,北海道,208,2488,,
2020,4,8,青森県,12,260,,
2020,4,8,岩手県,0,119,,
2020,4,8,宮城県,34,558,,
2020,4,8,秋田県,11,463,,
2020,4,8,山形県,22,663,,
2020,4,8,福島県,29,412,,
2020,4,8,茨城県,77,1927,,
2020,4,8,栃木県,21,831,,
2020,4,8,群馬県,29,1423,,
2020,4,8,埼玉県,242,1839,,
2020,4,8,千葉県,317,1500,,
2020,4,8,東京都,1347,4992,,
2020,4,8,神奈川県,327,2203,,
2020,4,8,新潟県,37,1462,,
2020,4,8,富山県,14,499,,
2020,4,8,石川県,66,472,,
2020,4,8,福井県,67,407,,
2020,4,8,山梨県,22,887,,
2020,4,8,長野県,19,783,,
2020,4,8,岐阜県,69,1046,,
2020,4,8,静岡県,15,1295,,
2020,4,8,愛知県,278,3467,,
2020,4,8,三重県,13,824,,
2020,4,8,滋賀県,24,409,,
2020,4,8,京都府,149,1787,,
2020,4,8,大阪府,525,1792,,
2020,4,8,兵庫県,216,3327,,
2020,4,8,奈良県,30,482,,
2020,4,8,和歌山県,29,1756,,
2020,4,8,鳥取県,0,258,,
2020,4,8,島根県,0,185,,
2020,4,8,岡山県,15,534,,
2020,4,8,広島県,23,1486,,
2020,4,8,山口県,17,513,,
2020,4,8,徳島県,3,206,,
2020,4,8,香川県,3,415,,
2020,4,8,愛媛県,25,450,,
2020,4,8,高知県,37,646,,
2020,4,8,福岡県,161,3106,,
2020,4,8,佐賀県,11,271,,
2020,4,8,長崎県,12,813,,
2020,4,8,熊本県,23,1552,,
2020,4,8,大分県,41,1907,,
2020,4,8,宮崎県,12,498,,
2020,4,8,鹿児島県,3,483,,
2020,4,8,沖縄県,32,588,,
2020,4,9,北海道,226,2488,,
2020,4,9,青森県,14,278,,
2020,4,9,岩手県,0,127,,
2020,4,9,宮城県,36,558,,
2020,4,9,秋田県,11,484,,
2020,4,9,山形県,27,663,,
2020,4,9,福島県,33,482,,
2020,4,9,茨城県,81,2140,,
2020,4,9,栃木県,31,871,,
2020,4,9,群馬県,33,1466,,
2020,4,9,埼玉県,271,1934,,
2020,4,9,千葉県,342,1500,,
2020,4,9,東京都,1528,4992,,
2020,4,9,神奈川県,375,2203,,
2020,4,9,新潟県,39,1443,,
2020,4,9,富山県,16,602,,
2020,4,9,石川県,72,494,,
2020,4,9,福井県,72,455,,
2020,4,9,山梨県,24,946,,
2020,4,9,長野県,21,841,,
2020,4,9,岐阜県,76,1110,,
2020,4,9,静岡県,16,1389,,
2020,4,9,愛知県,299,3467,,
2020,4,9,三重県,15,861,,
2020,4,9,滋賀県,26,453,,
2020,4,9,京都府,159,1867,,
2020,4,9,大阪府,589,1792,,
2020,4,9,兵庫県,273,3496,,
2020,4,9,奈良県,34,509,,
2020,4,9,和歌山県,32,1756,,
2020,4,9,鳥取県,0,277,,
2020,4,9,島根県,1,191,,
2020,4,9,岡山県,16,564,,
2020,4,9,広島県,25,1638,,
2020,4,9,山口県,17,528,,
2020,4,9,徳島県,3,217,,
2020,4,9,香川県,3,441,,
2020,4,9,愛媛県,26,485,,
2020,4,9,高知県,47,709,,
2020,4,9,福岡県,187,3873,,
2020,4,9,佐賀県,11,334,,
2020,4,9,長崎県,14,880,,
2020,4,9,熊本県,23,1639,,
2020,4,9,大分県,41,2035,,
2020,4,9,宮崎県,16,545,,
2020,4,9,鹿児島県,3,483,,
2020,4,9,沖縄県,42,619,,
2020,4,10,北海道,239,2690,,
2020,4,10,青森県,14,313,,
2020,4,10,岩手県,0,136,,
2020,4,10,宮城県,37,660,,
2020,4,10,秋田県,12,491,,
2020,4,10,山形県,27,782,,
2020,4,10,福島県,36,541,,
2020,4,10,茨城県,82,2221,,
2020,4,10,栃木県,31,1003,,
2020,4,10,群馬県,35,1490,,
2020,4,10,埼玉県,325,1973,,
2020,4,10,千葉県,375,1691,,
2020,4,10,東京都,1717,5660,,
2020,4,10,神奈川県,425,2600,,
2020,4,10,新潟県,41,1587,,
2020,4,10,富山県,23,639,,
2020,4,10,石川県,92,562,,
2020,4,10,福井県,76,511,,
2020,4,10,山梨県,27,1013,,
2020,4,10,長野県,28,892,,
2020,4,10,岐阜県,82,1182,,
2020,4,10,静岡県,34,1426,,
2020,4,10,愛知県,313,3990,,
2020,4,10,三重県,15,906,,
2020,4,10,滋賀県,34,487,,
2020,4,10,京都府,168,1968,,
2020,4,10,大阪府,697,2133,,
2020,4,10,兵庫県,316,3691,,
2020,4,10,奈良県,37,523,,
2020,4,10,和歌山県,33,1877,,
2020,4,10,鳥取県,1,299,,
2020,4,10,島根県,2,205,,
2020,4,10,岡山県,16,595,,
2020,4,10,広島県,25,1714,,
2020,4,10,山口県,17,557,,
2020,4,10,徳島県,3,228,,
2020,4,10,香川県,4,480,,
2020,4,10,愛媛県,28,545,,
2020,4,10,高知県,52,781,,
2020,4,10,福岡県,224,4109,,
2020,4,10,佐賀県,12,356,,
2020,4,10,長崎県,14,933,,
2020,4,10,熊本県,23,1693,,
2020,4,10,大分県,42,2070,,
2020,4,10,宮崎県,16,585,,
2020,4,10,鹿児島県,3,523,,
2020,4,10,沖縄県,49,680,,
2020,4,11,北海道,255,2836,,
2020,4,11,青森県,22,313,,
2020,4,11,岩手県,0,136,,
2020,4,11,宮城県,46,660,,
2020,4,11,秋田県,13,491,,
2020,4,11,山形県,32,782,,
2020,4,11,福島県,37,541,,
2020,4,11,茨城県,91,2221,,
2020,4,11,栃木県,32,1003,,
2020,4,11,群馬県,79,1495,,
2020,4,11,埼玉県,345,2216,,
2020,4,11,千葉県,411,1743,,
2020,4,11,東京都,1914,5660,,
2020,4,11,神奈川県,465,2604,,
2020,4,11,新潟県,41,1587,,
2020,4,11,富山県,23,646,,
2020,4,11,石川県,104,562,,
2020,4,11,福井県,86,515,,
2020,4,11,山梨県,32,1013,,
2020,4,11,長野県,28,899,,
2020,4,11,岐阜県,91,1185,,
2020,4,11,静岡県,39,1426,,
2020,4,11,愛知県,317,3990,,
2020,4,11,三重県,17,906,,
2020,4,11,滋賀県,38,487,,
2020,4,11,京都府,181,1968,,
2020,4,11,大阪府,767,2362,,
2020,4,11,兵庫県,358,3830,,
2020,4,11,奈良県,39,539,,
2020,4,11,和歌山県,33,1989,,
2020,4,11,鳥取県,1,299,,
2020,4,11,島根県,6,205,,
2020,4,11,岡山県,16,595,,
2020,4,11,広島県,31,1754,,
2020,4,11,山口県,19,557,,
2020,4,11,徳島県,3,228,,
2020,4,11,香川県,4,480,,
2020,4,11,愛媛県,30,545,,
2020,4,11,高知県,54,814,,
2020,4,11,福岡県,332,4137,,
2020,4,11,佐賀県,12,367,,
2020,4,11,長崎県,14,933,,
2020,4,11,熊本県,23,1728,,
2020,4,11,大分県,42,2070,,
2020,4,11,宮崎県,17,612,,
2020,4,11,鹿児島県,4,523,,
2020,4,11,沖縄県,49,680,,
2020,4,12,北海道,267,2836,,
2020,4,12,青森県,22,313,,
2020,4,12,岩手県,0,136,,
2020,4,12,宮城県,52,660,,
2020,4,12,秋田県,15,491,,
2020,4,12,山形県,34,782,,
2020,4,12,福島県,38,541,,
2020,4,12,茨城県,109,2221,,
2020,4,12,栃木県,35,1003,,
2020,4,12,群馬県,90,1495,,
2020,4,12,埼玉県,386,2216,,
2020,4,12,千葉県,455,1743,,
2020,4,12,東京都,2080,5660,,
2020,4,12,神奈川県,478,2604,,
2020,4,12,新潟県,42,1587,,
2020,4,12,富山県,30,646,,
2020,4,12,石川県,113,562,,
2020,4,12,福井県,88,515,,
2020,4,12,山梨県,35,1013,,
2020,4,12,長野県,29,899,,
2020,4,12,岐阜県,105,1185,,
2020,4,12,静岡県,41,1426,,
2020,4,12,愛知県,319,3990,,
2020,4,12,三重県,17,906,,
2020,4,12,滋賀県,38,487,,
2020,4,12,京都府,193,1968,,
2020,4,12,大阪府,812,2362,,
2020,4,12,兵庫県,375,3830,,
2020,4,12,奈良県,41,539,,
2020,4,12,和歌山県,34,1989,,
2020,4,12,鳥取県,1,299,,
2020,4,12,島根県,7,205,,
2020,4,12,岡山県,16,595,,
2020,4,12,広島県,56,1754,,
2020,4,12,山口県,23,557,,
2020,4,12,徳島県,3,228,,
